 Date & UTC Time,Sea Level,Water Temperature,Air Temperature,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,Cape Ferguson
01-Jan-2007 00:00, 2.646,  28.4,  24.8, 1011.1,-0.035,-0.055,  125,   5.8,   1.3
01-Jan-2007 01:00, 2.142,  28.3,  25.0, 1010.8,-0.044,-0.066,  130,   4.0,   2.9
01-Jan-2007 02:00, 1.695,  28.4,  24.5, 1010.3,-0.006,-0.031,   72,   5.5,   1.5
01-Jan-2007 03:00, 1.309,  28.5,  24.1, 1009.7, 0.005,-0.025,   96,   6.0,   4.3
01-Jan-2007 04:00, 1.029,  28.6,  24.5, 1009.1,-0.044,-0.079,   76,   4.6,   3.5
01-Jan-2007 05:00, 1.012,  28.6,  26.2, 1008.0,-0.084,-0.126,   66,   4.5,   2.2
01-Jan-2007 06:00, 1.266,  28.6,  26.7, 1007.9,-0.098,-0.150,   78,   7.3,   6.3
01-Jan-2007 07:00, 1.674,  28.7,  26.8, 1007.9,-0.090,-0.143,   87,   7.2,   6.0
01-Jan-2007 08:00, 2.061,  28.8,  26.7, 1007.9,-0.071,-0.125,   76,   7.8,   6.9
01-Jan-2007 09:00, 2.283,  28.8,  26.8, 1009.2,-0.066,-0.117,   90,   8.2,   6.5
01-Jan-2007 10:00, 2.291,  28.8,  26.8, 1009.6,-0.041,-0.081,   93,   7.9,   6.5
01-Jan-2007 11:00, 2.079,  28.7,  26.8, 1010.2,-0.010,-0.046,   90,   8.4,   7.5
01-Jan-2007 12:00, 1.661,  28.7,  26.7, 1011.1,-0.019,-0.048,   97,   9.0,   8.1
01-Jan-2007 13:00, 1.163,  28.7,  26.6, 1010.8,-0.010,-0.032,  104,   9.0,   6.4
01-Jan-2007 14:00, 0.694,  28.6,  26.6, 1010.4,-0.001,-0.026,  107,   8.4,   6.2
01-Jan-2007 15:00, 0.378,  28.5,  26.6, 1009.7, 0.008,-0.021,   97,   7.8,   6.3
01-Jan-2007 16:00, 0.239,  28.4,  26.5, 1009.1,-0.026,-0.061,  107,   8.5,   5.7
01-Jan-2007 17:00, 0.401,  28.1,  25.9, 1008.6,-0.041,-0.083,  146,   7.9,   3.9
01-Jan-2007 18:00, 0.859,  28.0,  25.7, 1009.0,-0.049,-0.095,  143,   7.2,   5.1
01-Jan-2007 19:00, 1.578,  28.1,  25.1, 1009.5,-0.013,-0.055,  159,   7.2,   5.3
01-Jan-2007 20:00, 2.344,  28.2,  24.9, 1010.2, 0.005,-0.031,  156,   6.7,   5.8
01-Jan-2007 21:00, 2.967,  28.2,  25.5, 1010.5,-0.006,-0.036,  160,   6.2,   3.8
01-Jan-2007 22:00, 3.336,  28.1,  25.5, 1011.2, 0.008,-0.019,  150,   6.8,   5.9
01-Jan-2007 23:00, 3.334,  28.1,  25.7, 1011.9, 0.008,-0.011,  147,   8.2,   6.0
02-Jan-2007 00:00, 3.082,  28.2,  25.5, 1012.0, 0.042, 0.029,  137,   8.8,   5.7
02-Jan-2007 01:00, 2.621,  28.1,  26.9, 1011.4, 0.047, 0.034,  110,  10.3,   8.1
02-Jan-2007 02:00, 2.095,  28.3,  27.0, 1010.8, 0.052, 0.033,  113,   9.4,   7.5
02-Jan-2007 03:00, 1.635,  28.4,  27.0, 1010.2, 0.075, 0.050,  112,  10.0,   7.5
02-Jan-2007 04:00, 1.251,  28.5,  26.3, 1010.0, 0.059, 0.029,  108,  12.7,  11.0
02-Jan-2007 05:00, 1.041,  28.8,  27.1, 1009.1, 0.015,-0.018,  103,   9.5,   7.9
02-Jan-2007 06:00, 1.105,  29.1,  26.1, 1008.8,-0.020,-0.062,   76,  10.0,   6.4
02-Jan-2007 07:00, 1.398,  29.1,  27.1, 1009.2,-0.049,-0.092,   90,   9.5,   7.5
02-Jan-2007 08:00, 1.815,  29.2,  26.9, 1009.1,-0.039,-0.080,   91,   9.6,   8.4
02-Jan-2007 09:00, 2.192,  29.2,  26.9, 1009.6, 0.007,-0.034,   97,  11.1,   9.7
02-Jan-2007 10:00, 2.376,  29.1,  26.8, 1009.7, 0.037, 0.001,   96,   9.9,   8.2
02-Jan-2007 11:00, 2.295,  29.0,  26.8, 1010.4, 0.051, 0.017,  110,  10.1,   9.0
02-Jan-2007 12:00, 1.955,  29.0,  26.8, 1010.6, 0.019,-0.009,  104,  11.1,   9.1
02-Jan-2007 13:00, 1.501,  29.0,  26.9, 1010.8, 0.021,-0.004,  104,  11.1,   9.3
02-Jan-2007 14:00, 1.009,  29.0,  26.8, 1010.2, 0.041, 0.017,  111,  10.2,   7.5
02-Jan-2007 15:00, 0.599,  28.9,  26.8, 1009.6, 0.056, 0.025,  105,  10.1,   7.3
02-Jan-2007 16:00, 0.365,  28.8,  26.7, 1009.2, 0.062, 0.025,  106,   9.8,   7.8
02-Jan-2007 17:00, 0.347,  28.7,  26.7, 1009.0, 0.043, 0.003,  102,   9.8,   7.5
02-Jan-2007 18:00, 0.598,  28.4,  26.7, 1008.8, 0.009,-0.034,   97,   9.0,   7.7
02-Jan-2007 19:00, 1.145,  28.2,  25.7, 1009.0, 0.006,-0.038,  148,   8.2,   5.4
02-Jan-2007 20:00, 1.866,  28.1,  25.5, 1009.8, 0.000,-0.042,  155,   5.6,   3.2
02-Jan-2007 21:00, 2.572,  28.1,  25.6, 1010.4,-0.025,-0.059,  144,   5.5,   3.0
02-Jan-2007 22:00, 3.144,  28.2,  25.6, 1011.2,-0.013,-0.041,  146,   5.8,   4.6
02-Jan-2007 23:00, 3.379,  28.2,  26.3, 1011.8,-0.012,-0.032,  146,   6.7,   5.7
03-Jan-2007 00:00, 3.277,  28.2,  27.3, 1012.0, 0.006,-0.008,  110,   8.1,   7.0
03-Jan-2007 01:00, 2.921,  28.3,  27.2, 1011.8, 0.022, 0.010,  101,   8.3,   7.4
03-Jan-2007 02:00, 2.394,  28.4,  27.3, 1011.1, 0.004,-0.011,  101,   8.5,   7.0
03-Jan-2007 03:00, 1.871,  28.6,  27.2, 1010.5, 0.000,-0.022,   92,   8.1,   6.3
03-Jan-2007 04:00, 1.447,  29.0,  27.2, 1009.6, 0.014,-0.014,   82,   7.4,   6.0
03-Jan-2007 05:00, 1.179,  29.4,  27.2, 1008.7, 0.048, 0.011,   72,   7.2,   5.2
03-Jan-2007 06:00, 1.104,  29.5,  27.3, 1008.3, 0.053, 0.007,   78,   7.4,   6.6
03-Jan-2007 07:00, 1.232,  29.3,  27.2, 1008.7, 0.011,-0.038,   82,   8.6,   7.8
03-Jan-2007 08:00, 1.553,  29.2,  27.3, 1009.2,-0.021,-0.065,   88,   9.4,   7.4
03-Jan-2007 09:00, 1.947,  29.0,  27.1, 1009.6,-0.003,-0.043,   99,   9.5,   7.9
03-Jan-2007 10:00, 2.230,  29.0,  27.1, 1010.3, 0.013,-0.022,   91,   9.9,   7.9
03-Jan-2007 11:00, 2.315,  28.9,  27.1, 1010.7, 0.028,-0.001,  100,  10.6,   8.4
03-Jan-2007 12:00, 2.162,  29.0,  27.1, 1011.2, 0.043, 0.018,   98,  11.5,  10.8
03-Jan-2007 13:00, 1.785,  29.0,  27.0, 1011.5, 0.022, 0.002,  107,  11.7,   9.1
03-Jan-2007 14:00, 1.339,  29.1,  26.9, 1010.8, 0.054, 0.036,  103,  10.6,   8.8
03-Jan-2007 15:00, 0.887,  29.1,  26.9, 1010.1, 0.076, 0.051,  101,  11.8,  10.2
03-Jan-2007 16:00, 0.550,  29.1,  26.8, 1009.8, 0.077, 0.045,  101,  10.9,   8.1
03-Jan-2007 17:00, 0.424,  29.0,  26.6, 1009.7, 0.088, 0.054,  104,  10.8,   9.4
03-Jan-2007 18:00, 0.476,  28.9,  26.7, 1009.4, 0.034,-0.002,  107,  10.9,   7.7
