 Date & UTC Time,Sea Level,Water Temperature,Air Temperature,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,Port Kembla
01-Jan-2004 00:00, 0.609,  20.9,  21.1, 1008.2,-0.042,-0.091,   83,   2.6,   1.3
01-Jan-2004 01:00, 0.662,  20.9,  21.3, 1007.9,-0.032,-0.083,   45,   3.9,   2.4
01-Jan-2004 02:00, 0.767,  20.7,  21.6, 1007.4,-0.025,-0.079,   47,   5.0,   2.7
01-Jan-2004 03:00, 0.881,  20.7,  21.6, 1006.7,-0.036,-0.095,   44,   4.0,   2.9
01-Jan-2004 04:00, 0.980,  20.7,  21.8, 1005.6,-0.056,-0.122,   47,   5.4,   3.3
01-Jan-2004 05:00, 1.051,  21.4,  21.8, 1005.6,-0.059,-0.135,   43,   6.1,   4.0
01-Jan-2004 06:00, 1.057,  21.3,  21.8, 1005.0,-0.061,-0.138,   40,   7.3,   2.9
01-Jan-2004 07:00, 0.992,  21.2,  21.7, 1005.1,-0.057,-0.139,   40,   8.1,   3.6
01-Jan-2004 08:00, 0.865,  21.5,  21.5, 1005.6,-0.054,-0.135,   30,   9.7,   3.9
01-Jan-2004 09:00, 0.722,  21.6,  21.0, 1006.1,-0.036,-0.111,   35,   6.7,   4.8
01-Jan-2004 10:00, 0.574,  22.8,  21.0, 1007.1,-0.030,-0.100,   30,   6.4,   5.4
01-Jan-2004 11:00, 0.468,  22.7,  20.8, 1008.0,-0.029,-0.089,   29,   5.4,   3.0
01-Jan-2004 12:00, 0.426,  22.4,  20.8, 1008.6,-0.040,-0.091,   40,   3.2,   2.0
01-Jan-2004 13:00, 0.491,  21.6,  20.5, 1009.1,-0.036,-0.081,  193,   4.2,   2.0
01-Jan-2004 14:00, 0.631,  20.2,  20.6, 1009.1,-0.038,-0.080,  126,   4.2,   3.4
01-Jan-2004 15:00, 0.808,  20.2,  21.1, 1009.1,-0.058,-0.099,  140,   4.5,   2.2
01-Jan-2004 16:00, 0.998,  20.5,  21.0, 1008.5,-0.074,-0.116,  164,   3.4,   2.3
01-Jan-2004 17:00, 1.170,  20.8,  20.6, 1008.5,-0.072,-0.119,  155,   3.5,   1.4
01-Jan-2004 18:00, 1.260,  20.3,  20.4, 1008.7,-0.078,-0.125,  145,   3.0,   1.3
01-Jan-2004 19:00, 1.263,  20.5,  20.3, 1009.5,-0.077,-0.121,  132,   2.6,   1.9
01-Jan-2004 20:00, 1.176,  20.5,  20.7, 1010.3,-0.075,-0.111,  140,   2.0,   1.3
01-Jan-2004 21:00, 1.037,  20.2,  21.3, 1010.2,-0.061,-0.090,  125,   2.4,   1.2
01-Jan-2004 22:00, 0.872,  20.0,  20.9, 1009.7,-0.048,-0.079,   68,   3.8,   2.7
01-Jan-2004 23:00, 0.716,  20.4,  21.0, 1009.7,-0.041,-0.076,   54,   4.4,   2.8
02-Jan-2004 00:00, 0.616,  20.8,  21.2, 1009.2,-0.028,-0.064,    8,   5.2,   3.5
02-Jan-2004 01:00, 0.578,  21.6,  21.1, 1009.1,-0.024,-0.065,   47,   9.3,   7.0
02-Jan-2004 02:00, 0.616,  21.8,  21.5, 1008.5,-0.020,-0.062,   47,  10.5,   8.1
02-Jan-2004 03:00, 0.704,  22.1,  21.4, 1007.9,-0.028,-0.075,   48,  11.6,   7.8
02-Jan-2004 04:00, 0.813,  21.6,  21.3, 1007.3,-0.046,-0.100,   46,  10.1,   7.3
02-Jan-2004 05:00, 0.919,  21.3,  21.2, 1006.8,-0.062,-0.121,   45,  11.2,   7.3
02-Jan-2004 06:00, 0.991,  21.5,  21.1, 1006.3,-0.070,-0.135,   45,  10.6,   8.2
02-Jan-2004 07:00, 1.000,  21.8,  21.2, 1006.8,-0.072,-0.140,   44,  11.6,   7.2
02-Jan-2004 08:00, 0.934,  21.6,  21.4, 1007.4,-0.072,-0.136,   40,  11.2,   7.1
02-Jan-2004 09:00, 0.807,  21.9,  21.1, 1008.0,-0.072,-0.130,   37,  11.7,   7.1
02-Jan-2004 10:00, 0.662,  22.0,  21.2, 1008.5,-0.062,-0.114,   29,   9.2,   7.0
